account_sender_name,country_sender,account_receiver_name,country_receiver,datetime_timestamp,amount
Tesla,US,Elon Musk,Spain,1587000,7334717
McKesson,France,ConocoPhillips,Spain,1588000,9528527
Elon Musk,France,Exxon Mobil,Spain,1589000,4312685
Nissan,US,Activision Blizard,Japan,1590000,5197377
Elon Musk,Germany,Laurent Alexandre,Spain,1591000,872369
John Coulberg,US,Tesla,US,1592000,105001
Nissan,UK,Altaran,Japan,1593000,2244024
Tesla,Spain,Nissan,Spain,1594000,7783732
Chevron,Germany,General Motos,Germany,1595000,5678325
Laurent Alexandre,France,McKesson,Japan,1596000,9495362
Tesla,UK,Altaran,Germany,1597000,7628962
John Coulberg,Spain,Activision Blizard,Spain,1598000,6306486
ConocoPhillips,Japan,Walmart,Spain,1599000,221962
John Coulberg,Germany,ConocoPhillips,US,1600000,9848807
Tesla,US,Chevron,Japan,1601000,4781548
Activision Blizard,UK,Chevron,Spain,1602000,6531118
Laurent Alexandre,Germany,Chevron,Spain,1603000,2224667
Elon Musk,Spain,ConocoPhillips,US,1604000,8444247
Walmart,Germany,Nissan,France,1605000,7475997
McKesson,France,Chevron,France,1606000,8796538
Walmart,Germany,Nissan,Germany,1607000,1775709
John Coulberg,Spain,Tesla,UK,1608000,376226
Exxon Mobil,Spain,Nissan,UK,1609000,4039794
Walmart,Japan,Elon Musk,Germany,1610000,2032121
Tesla,US,Chevron,Japan,1611000,355261
ConocoPhillips,Germany,McKesson,Germany,1612000,9380684
Nissan,Germany,Elon Musk,US,1613000,6685608
John Coulberg,UK,John Coulberg,France,1614000,5475337
Exxon Mobil,Spain,Laurent Alexandre,Spain,1615000,9089610
General Motos,UK,Laurent Alexandre,Spain,1616000,3487989
Walmart,Japan,Laurent Alexandre,Germany,1617000,3229415
Tesla,UK,Walmart,Japan,1618000,7172814
Walmart,Germany,ConocoPhillips,Japan,1619000,882651
Walmart,France,Altaran,France,1620000,5669325
John Coulberg,Germany,ConocoPhillips,UK,1621000,6235645
Renault,US,Laurent Alexandre,Japan,1622000,3746339
Tesla,US,Altaran,Germany,1623000,2417196
Elon Musk,US,Walmart,US,1624000,5333331
Laurent Alexandre,UK,ConocoPhillips,Japan,1625000,4685391
Altaran,UK,Renault,Spain,1626000,7775644
Exxon Mobil,France,Exxon Mobil,UK,1627000,8211547
Renault,Japan,Altaran,Japan,1628000,9964120
Laurent Alexandre,US,ConocoPhillips,Japan,1629000,9780093
Exxon Mobil,US,Elon Musk,Germany,1630000,4785966
McKesson,Spain,John Coulberg,Japan,1631000,941623
John Coulberg,UK,Chevron,France,1632000,4180801
Nissan,US,General Motos,US,1633000,2812802
Exxon Mobil,Japan,Exxon Mobil,France,1634000,9635224
McKesson,Spain,Exxon Mobil,Spain,1635000,3265640
Altaran,UK,Nissan,France,1636000,3740715
Chevron,UK,McKesson,Spain,1637000,1472616
Altaran,Germany,General Motos,Japan,1638000,5623506
Chevron,France,Elon Musk,France,1639000,4480655
Nissan,Spain,Exxon Mobil,Japan,1640000,4855127
McKesson,France,John Coulberg,UK,1641000,4761933
General Motos,Spain,Nissan,Spain,1642000,7758040
General Motos,US,ConocoPhillips,US,1643000,9567347
Elon Musk,UK,General Motos,France,1644000,5817203
Chevron,France,Tesla,France,1645000,9883441
Elon Musk,UK,McKesson,Spain,1646000,9019167
General Motos,US,Renault,Spain,1647000,3790857
ConocoPhillips,Spain,Chevron,US,1648000,718689
Laurent Alexandre,Spain,Nissan,UK,1649000,2153834
ConocoPhillips,Japan,General Motos,France,1650000,451771
Chevron,Germany,Activision Blizard,US,1651000,6454884
Chevron,US,General Motos,Japan,1652000,9025616
Altaran,UK,Renault,UK,1653000,9648424
John Coulberg,France,Elon Musk,Japan,1654000,4453614
John Coulberg,France,Walmart,US,1655000,1563244
Laurent Alexandre,Germany,Elon Musk,Spain,1656000,4572083
Nissan,Japan,Tesla,Spain,1657000,4829678
Tesla,Germany,General Motos,France,1658000,919845
General Motos,UK,Exxon Mobil,Spain,1659000,2893143
General Motos,Germany,Tesla,Japan,1660000,4497282
General Motos,Spain,McKesson,Japan,1661000,2752138
McKesson,France,Altaran,Spain,1662000,2021558
ConocoPhillips,Germany,Laurent Alexandre,UK,1663000,3212213
Altaran,Germany,Tesla,France,1664000,4712830
Activision Blizard,US,Nissan,Spain,1665000,3958452
General Motos,US,Elon Musk,France,1666000,2588941
Exxon Mobil,US,Laurent Alexandre,US,1667000,2065449
Tesla,Spain,Tesla,Japan,1668000,5249591
Elon Musk,US,Walmart,France,1669000,6494900
Activision Blizard,France,Activision Blizard,Spain,1670000,7147352
John Coulberg,France,Laurent Alexandre,UK,1671000,2583964
Exxon Mobil,Spain,Activision Blizard,UK,1672000,1389193
Renault,France,Elon Musk,Japan,1673000,6411003
Laurent Alexandre,Spain,General Motos,UK,1674000,2027195
Laurent Alexandre,Spain,General Motos,US,1675000,9769090
Activision Blizard,UK,Activision Blizard,US,1676000,3988104
John Coulberg,US,Activision Blizard,Japan,1677000,6901169
Altaran,US,Altaran,Spain,1678000,383812
General Motos,UK,General Motos,Germany,1679000,3142050
John Coulberg,US,John Coulberg,France,1680000,6201389
John Coulberg,Spain,Elon Musk,US,1681000,6015327
Laurent Alexandre,Japan,Laurent Alexandre,Germany,1682000,6405699
Nissan,France,Renault,Spain,1683000,6205972
Elon Musk,UK,Altaran,France,1684000,8417883
Tesla,Spain,McKesson,UK,1685000,7249942
Activision Blizard,Germany,John Coulberg,France,1686000,5973200
Exxon Mobil,Japan,Walmart,France,1687000,7694716
Renault,UK,ConocoPhillips,US,1688000,3271101
Elon Musk,Japan,John Coulberg,US,1689000,1272598
Chevron,Germany,ConocoPhillips,France,1690000,6013707
Renault,France,Activision Blizard,US,1691000,7365852
ConocoPhillips,UK,Laurent Alexandre,Spain,1692000,9109411
John Coulberg,France,Altaran,Germany,1693000,4668333
Laurent Alexandre,Germany,Chevron,Spain,1694000,3517700
Nissan,UK,Chevron,France,1695000,5404167
ConocoPhillips,France,Renault,UK,1696000,5318410
Chevron,UK,Chevron,UK,1697000,70541
ConocoPhillips,Japan,Exxon Mobil,UK,1698000,8590714
Laurent Alexandre,Germany,Activision Blizard,UK,1699000,1668149
Walmart,Germany,Chevron,Germany,1700000,8828888
ConocoPhillips,Japan,Activision Blizard,Japan,1701000,971368
McKesson,France,Altaran,UK,1702000,9194591
Nissan,Spain,Walmart,France,1703000,4501094
Altaran,UK,Exxon Mobil,US,1704000,3218132
Altaran,Germany,General Motos,UK,1705000,999709
Nissan,Germany,Chevron,Spain,1706000,9798380
Nissan,Germany,Exxon Mobil,US,1707000,8206868
Activision Blizard,France,Walmart,Spain,1708000,5816340
Chevron,Germany,Nissan,UK,1709000,9915351
Renault,Spain,Activision Blizard,Germany,1710000,5984901
Tesla,France,General Motos,France,1711000,8699609
General Motos,Spain,McKesson,Germany,1712000,4653524
Activision Blizard,Japan,McKesson,Japan,1713000,7486050
Tesla,Germany,Nissan,Japan,1714000,5875858
Laurent Alexandre,France,Chevron,US,1715000,7498908
Chevron,Japan,Tesla,France,1716000,2504906
Walmart,Germany,General Motos,UK,1717000,9774402
Exxon Mobil,Spain,Exxon Mobil,Japan,1718000,1537835
Elon Musk,UK,ConocoPhillips,Germany,1719000,1123678
Elon Musk,Spain,Nissan,Germany,1720000,5617714
Walmart,France,General Motos,UK,1721000,764980
Renault,UK,Altaran,UK,1722000,7605763
John Coulberg,US,Activision Blizard,Japan,1723000,6154828
ConocoPhillips,Germany,Nissan,France,1724000,2469069
John Coulberg,France,John Coulberg,UK,1725000,9075321
John Coulberg,US,Chevron,Spain,1726000,4729778
Walmart,France,Exxon Mobil,Spain,1727000,4009357
Elon Musk,Germany,Walmart,Japan,1728000,9279003
McKesson,Germany,Elon Musk,Spain,1729000,2933263
Tesla,Germany,Activision Blizard,US,1730000,6627887
General Motos,Japan,Tesla,US,1731000,2819945
General Motos,UK,Nissan,US,1732000,5959764
McKesson,Germany,Renault,US,1733000,4393549
ConocoPhillips,Germany,Activision Blizard,UK,1734000,5024704
Altaran,Spain,ConocoPhillips,Japan,1735000,2976178
ConocoPhillips,Spain,Elon Musk,US,1736000,2255170
Activision Blizard,Germany,Walmart,Spain,1737000,1460347
John Coulberg,Spain,McKesson,UK,1738000,5781814
John Coulberg,Germany,General Motos,Germany,1739000,5126343
Altaran,France,Tesla,US,1740000,4084070
Activision Blizard,Japan,Exxon Mobil,France,1741000,7103293
General Motos,Japan,Elon Musk,Japan,1742000,3708334
John Coulberg,UK,Activision Blizard,Japan,1743000,5252096
General Motos,France,Exxon Mobil,France,1744000,8596846
Walmart,Spain,John Coulberg,Japan,1745000,8101112
General Motos,US,Elon Musk,US,1746000,3914074
McKesson,Spain,Activision Blizard,UK,1747000,4956164
John Coulberg,France,Altaran,Spain,1748000,1370483
Renault,US,Nissan,US,1749000,4299399
Laurent Alexandre,France,Walmart,Germany,1750000,6881744
Laurent Alexandre,France,Renault,US,1751000,4313134
Laurent Alexandre,France,Tesla,France,1752000,8367254
General Motos,Germany,General Motos,US,1753000,2556278
Exxon Mobil,Germany,Tesla,France,1754000,1450605
Activision Blizard,Spain,Chevron,Spain,1755000,6987081
Exxon Mobil,US,Altaran,France,1756000,2907505
Exxon Mobil,France,Walmart,France,1757000,5633524
Nissan,Germany,Nissan,UK,1758000,2207679
Elon Musk,France,Chevron,France,1759000,1859389
Exxon Mobil,Spain,Tesla,Spain,1760000,1432314
ConocoPhillips,Japan,McKesson,US,1761000,5530951
Elon Musk,UK,Tesla,UK,1762000,1888297
Laurent Alexandre,Spain,General Motos,France,1763000,2314883
General Motos,France,Chevron,France,1764000,2792153
General Motos,Germany,Chevron,Germany,1765000,5940147
Renault,Japan,General Motos,Spain,1766000,8919443
Elon Musk,Germany,Activision Blizard,Spain,1767000,9109013
John Coulberg,Japan,Elon Musk,Germany,1768000,3021824
General Motos,France,Laurent Alexandre,Germany,1769000,4650806
Nissan,US,Exxon Mobil,Germany,1770000,7214443
Exxon Mobil,Germany,Chevron,Spain,1771000,14273
Activision Blizard,Spain,Elon Musk,Germany,1772000,995921
John Coulberg,Japan,ConocoPhillips,Japan,1773000,1152118
Renault,Japan,Renault,Spain,1774000,1470650
Exxon Mobil,UK,Chevron,Spain,1775000,8649078
Chevron,US,McKesson,US,1776000,9309973
Elon Musk,Japan,Laurent Alexandre,Germany,1777000,8440616
Activision Blizard,US,Nissan,US,1778000,2577560
General Motos,Japan,Chevron,France,1779000,5976609
Nissan,UK,Walmart,Germany,1780000,2122518
ConocoPhillips,UK,Walmart,UK,1781000,5607198
ConocoPhillips,Spain,Tesla,Germany,1782000,9525204
John Coulberg,France,General Motos,Spain,1783000,7454230
Nissan,US,Elon Musk,France,1784000,4682465
General Motos,UK,Altaran,UK,1785000,6988282
ConocoPhillips,Japan,Elon Musk,UK,1786000,6502052
Elon Musk,Japan,Nissan,Spain,1787000,5991216
Nissan,Germany,Renault,US,1788000,7965529
Laurent Alexandre,France,Nissan,US,1789000,2533418
General Motos,Germany,Nissan,UK,1790000,3247359
General Motos,Spain,Elon Musk,Germany,1791000,6127399
Laurent Alexandre,Japan,McKesson,Germany,1792000,3905357
ConocoPhillips,US,Elon Musk,Japan,1793000,3777623
Laurent Alexandre,US,Exxon Mobil,Germany,1794000,9243447
Chevron,US,McKesson,US,1795000,34641
ConocoPhillips,France,Tesla,Germany,1796000,4728433
ConocoPhillips,Japan,Walmart,France,1797000,2175544
General Motos,US,John Coulberg,UK,1798000,2587003
Laurent Alexandre,UK,Exxon Mobil,Germany,1799000,9930351
ConocoPhillips,Japan,Nissan,France,1800000,7282031
Activision Blizard,Japan,General Motos,Germany,1801000,8868451
Altaran,France,Altaran,Spain,1802000,4943234
Tesla,Spain,Walmart,US,1803000,3720634
Altaran,Japan,McKesson,UK,1804000,7654776
Walmart,France,General Motos,US,1805000,1267654
McKesson,Germany,John Coulberg,France,1806000,8682852
Elon Musk,Germany,McKesson,Germany,1807000,6749527
Exxon Mobil,Japan,Activision Blizard,Germany,1808000,7960893
John Coulberg,UK,Chevron,US,1809000,7058027
Altaran,US,Elon Musk,Germany,1810000,4932120
Laurent Alexandre,US,General Motos,France,1811000,2370684
McKesson,France,Activision Blizard,US,1812000,7929536
Renault,France,ConocoPhillips,UK,1813000,8530611
Nissan,Japan,Walmart,US,1814000,9832129
Walmart,UK,Renault,France,1815000,9658169
Nissan,Germany,Nissan,UK,1816000,2250654
McKesson,US,Walmart,Germany,1817000,3757221
Exxon Mobil,US,Activision Blizard,US,1818000,3103258
Chevron,Germany,McKesson,Germany,1819000,6745788
ConocoPhillips,US,Walmart,UK,1820000,6489552
Elon Musk,Germany,General Motos,Spain,1821000,6722573
Nissan,US,Activision Blizard,US,1822000,4328828
Altaran,France,John Coulberg,France,1823000,1830944
McKesson,France,Elon Musk,US,1824000,7284193
Nissan,Spain,Chevron,Germany,1825000,7861566
Laurent Alexandre,US,Activision Blizard,Japan,1826000,1632274
Laurent Alexandre,Germany,Chevron,Spain,1827000,5592882
Altaran,UK,Renault,US,1828000,46020
McKesson,Spain,Activision Blizard,Japan,1829000,4438076
Tesla,UK,Renault,France,1830000,8187647
John Coulberg,Spain,Walmart,Spain,1831000,6409191
Walmart,US,Exxon Mobil,Japan,1832000,1404964
ConocoPhillips,France,Altaran,Germany,1833000,7358689
John Coulberg,US,John Coulberg,UK,1834000,4694192
Activision Blizard,Japan,Altaran,Spain,1835000,9909338
Exxon Mobil,France,McKesson,Germany,1836000,3582279
McKesson,Japan,Elon Musk,Germany,1837000,4244483
McKesson,Spain,Chevron,Japan,1838000,9531898
Renault,UK,Laurent Alexandre,US,1839000,7809868
Activision Blizard,Spain,Tesla,France,1840000,1517972
McKesson,UK,Tesla,Spain,1841000,2185049
Nissan,US,Elon Musk,Germany,1842000,7544278
Laurent Alexandre,Japan,John Coulberg,US,1843000,4574627
Exxon Mobil,France,General Motos,Spain,1844000,8103763
Walmart,Japan,John Coulberg,Germany,1845000,1157058
Activision Blizard,UK,ConocoPhillips,UK,1846000,8617023
ConocoPhillips,Germany,Chevron,Germany,1847000,502597
Nissan,Japan,Tesla,US,1848000,3398973
Chevron,Germany,General Motos,France,1849000,4976369
Laurent Alexandre,Spain,Tesla,Japan,1850000,1085723
General Motos,Germany,Chevron,France,1851000,1582256
General Motos,US,John Coulberg,Japan,1852000,6369213
John Coulberg,Germany,Exxon Mobil,Spain,1853000,6684866
Activision Blizard,Germany,Altaran,Spain,1854000,6794823
John Coulberg,Spain,Laurent Alexandre,France,1855000,1320410
Renault,Japan,John Coulberg,France,1856000,7672373
McKesson,UK,Exxon Mobil,Germany,1857000,6234370
Walmart,US,Altaran,Germany,1858000,1195879
Walmart,US,Laurent Alexandre,Japan,1859000,9774392
Elon Musk,Japan,Exxon Mobil,UK,1860000,3197069
Elon Musk,Japan,Exxon Mobil,Germany,1861000,3865354
McKesson,Japan,General Motos,France,1862000,9242770
Altaran,France,Tesla,UK,1863000,8140415
ConocoPhillips,France,ConocoPhillips,US,1864000,8976450
McKesson,Japan,Walmart,Spain,1865000,5951767
ConocoPhillips,US,Walmart,Spain,1866000,7868089
Laurent Alexandre,Spain,Elon Musk,Spain,1867000,3303018
Activision Blizard,US,Tesla,Spain,1868000,2925878
John Coulberg,Germany,General Motos,Spain,1869000,6136681
General Motos,Japan,Laurent Alexandre,France,1870000,2202557
Renault,US,Exxon Mobil,Germany,1871000,9491682
Tesla,Japan,ConocoPhillips,Spain,1872000,5647222
Elon Musk,Japan,Walmart,Germany,1873000,3253778
Exxon Mobil,Germany,Altaran,US,1874000,8027600
ConocoPhillips,Japan,Tesla,US,1875000,6374263
John Coulberg,Japan,John Coulberg,UK,1876000,644242
Laurent Alexandre,Japan,General Motos,Japan,1877000,4157788
ConocoPhillips,Japan,General Motos,Spain,1878000,5134768
McKesson,Japan,Renault,Japan,1879000,6881868
Activision Blizard,Japan,Activision Blizard,France,1880000,9769771
Altaran,US,Altaran,UK,1881000,7603706
Nissan,France,Activision Blizard,Germany,1882000,2937743
Walmart,France,Elon Musk,Germany,1883000,1291205
Laurent Alexandre,Japan,Renault,Japan,1884000,7335997
Altaran,US,Activision Blizard,UK,1885000,1154077
Renault,Spain,Exxon Mobil,US,1886000,7199328
Chevron,Spain,Laurent Alexandre,US,1887000,3979692
Nissan,UK,Laurent Alexandre,France,1888000,6492391
Chevron,Germany,Activision Blizard,UK,1889000,2794509
Nissan,Germany,McKesson,France,1890000,4755543
ConocoPhillips,Germany,General Motos,UK,1891000,8855981
Nissan,France,Elon Musk,UK,1892000,8174521
Exxon Mobil,Japan,Walmart,Japan,1893000,561407
Laurent Alexandre,UK,Nissan,Germany,1894000,4274100
McKesson,Japan,Exxon Mobil,France,1895000,7147148
Walmart,Spain,Exxon Mobil,Germany,1896000,1440064
Walmart,US,Activision Blizard,Germany,1897000,4632654
ConocoPhillips,UK,John Coulberg,UK,1898000,6640911
John Coulberg,US,Laurent Alexandre,France,1899000,2517383
Tesla,Japan,General Motos,Germany,1900000,6531181
Laurent Alexandre,Germany,McKesson,Spain,1901000,4002916
Walmart,Germany,Elon Musk,Spain,1902000,9269036
Elon Musk,Germany,Walmart,Germany,1903000,4911412
ConocoPhillips,Germany,Exxon Mobil,Japan,1904000,9123224
General Motos,Spain,Chevron,Germany,1905000,1153698
Chevron,Germany,ConocoPhillips,France,1906000,692666
General Motos,Spain,Renault,US,1907000,311814
Exxon Mobil,Spain,Exxon Mobil,Spain,1908000,7454186
John Coulberg,UK,McKesson,US,1909000,7403971
Altaran,Spain,Altaran,UK,1910000,449804
Walmart,Germany,Exxon Mobil,Japan,1911000,8188579
ConocoPhillips,France,Laurent Alexandre,France,1912000,268879
Tesla,Japan,Chevron,Japan,1913000,6317409
ConocoPhillips,Spain,Walmart,Germany,1914000,3252490
Laurent Alexandre,France,Renault,France,1915000,4956372
Laurent Alexandre,Spain,Elon Musk,Japan,1916000,5163720
Laurent Alexandre,Spain,Laurent Alexandre,US,1917000,8313222
Activision Blizard,UK,Chevron,Spain,1918000,5616363
Tesla,Japan,ConocoPhillips,Japan,1919000,6811212
McKesson,Germany,Walmart,Japan,1920000,4458792
Chevron,UK,Nissan,UK,1921000,9507902
Chevron,France,McKesson,UK,1922000,3721197
General Motos,US,Elon Musk,Germany,1923000,9251433
Chevron,Spain,Renault,Spain,1924000,9220920
ConocoPhillips,UK,ConocoPhillips,Germany,1925000,8930381
Activision Blizard,UK,Elon Musk,Germany,1926000,6075795
Chevron,UK,Chevron,US,1927000,3326765
John Coulberg,Spain,ConocoPhillips,Germany,1928000,2926741
John Coulberg,US,Altaran,Germany,1929000,1499990
Activision Blizard,Spain,Nissan,Spain,1930000,1432420
Walmart,US,ConocoPhillips,Spain,1931000,5964153
McKesson,Japan,Walmart,Spain,1932000,5327141
John Coulberg,US,ConocoPhillips,France,1933000,5225555
Chevron,UK,Laurent Alexandre,Japan,1934000,8951602
Activision Blizard,US,McKesson,Spain,1935000,5633741
Laurent Alexandre,Spain,Walmart,France,1936000,193237
McKesson,UK,Renault,US,1937000,4920015
Exxon Mobil,Japan,John Coulberg,UK,1938000,3328403
Exxon Mobil,Spain,Nissan,US,1939000,7981441
Renault,Spain,Elon Musk,Germany,1940000,9104369
Activision Blizard,US,Elon Musk,Germany,1941000,3787366
Laurent Alexandre,France,Activision Blizard,Spain,1942000,7960418
Renault,Germany,McKesson,UK,1943000,647001
Renault,Spain,Elon Musk,US,1944000,3628251
Chevron,France,Tesla,UK,1945000,1856998
Elon Musk,Spain,Exxon Mobil,Germany,1946000,8914686
Walmart,Germany,Walmart,US,1947000,8383479
Activision Blizard,Germany,Elon Musk,Japan,1948000,2787990
Walmart,Spain,Walmart,US,1949000,3922186
General Motos,France,McKesson,France,1950000,5855554
Walmart,US,General Motos,Germany,1951000,9965099
John Coulberg,France,Nissan,France,1952000,8978836
General Motos,UK,Tesla,Japan,1953000,9964326
Nissan,US,Exxon Mobil,Japan,1954000,5428734
Activision Blizard,US,Altaran,Germany,1955000,8164810
Exxon Mobil,UK,McKesson,France,1956000,5555157
John Coulberg,UK,Exxon Mobil,US,1957000,1294812
McKesson,UK,McKesson,Japan,1958000,7373143
Exxon Mobil,Germany,Activision Blizard,Japan,1959000,5702776
Exxon Mobil,UK,Activision Blizard,Japan,1960000,9935689
Exxon Mobil,UK,Chevron,Japan,1961000,3672218
John Coulberg,US,John Coulberg,Germany,1962000,3696199
Walmart,Japan,John Coulberg,Spain,1963000,7176841
Walmart,Japan,Nissan,US,1964000,4547939
Walmart,US,Chevron,Japan,1965000,4995491
Altaran,France,McKesson,France,1966000,414362
Altaran,UK,ConocoPhillips,Germany,1967000,8880795
John Coulberg,UK,ConocoPhillips,UK,1968000,881245
General Motos,France,Exxon Mobil,France,1969000,5049643
Laurent Alexandre,US,John Coulberg,Japan,1970000,8702405
John Coulberg,France,John Coulberg,UK,1971000,4212845
Laurent Alexandre,Japan,John Coulberg,Spain,1972000,487972
Exxon Mobil,Japan,General Motos,UK,1973000,2622281
Elon Musk,UK,Chevron,Japan,1974000,4048222
Renault,France,General Motos,France,1975000,3099962
Chevron,UK,Activision Blizard,Japan,1976000,2838626
Renault,UK,Exxon Mobil,UK,1977000,680804
Renault,UK,McKesson,Germany,1978000,6529725
General Motos,UK,General Motos,France,1979000,961476
Exxon Mobil,US,Laurent Alexandre,Japan,1980000,635157
ConocoPhillips,Japan,John Coulberg,Germany,1981000,9885888
ConocoPhillips,Germany,Laurent Alexandre,Spain,1982000,9488779
Exxon Mobil,Spain,Nissan,US,1983000,6051325
Laurent Alexandre,Japan,Laurent Alexandre,Japan,1984000,5464049
Altaran,Spain,Laurent Alexandre,France,1985000,4631918
Elon Musk,UK,Nissan,US,1986000,5388118
Laurent Alexandre,Germany,Renault,Germany,1987000,9674819
ConocoPhillips,Japan,Tesla,UK,1988000,4931084
Activision Blizard,France,Elon Musk,Japan,1989000,6189131
Laurent Alexandre,US,John Coulberg,France,1990000,2982826
Laurent Alexandre,UK,Chevron,UK,1991000,5925901
Altaran,Japan,Exxon Mobil,UK,1992000,7745469
ConocoPhillips,Spain,Walmart,US,1993000,2806549
Exxon Mobil,UK,Laurent Alexandre,Japan,1994000,7496391
Chevron,Spain,Exxon Mobil,France,1995000,5912110
Chevron,Germany,Walmart,France,1996000,7233988
Elon Musk,Spain,Laurent Alexandre,Spain,1997000,4961888
Walmart,Japan,Elon Musk,UK,1998000,4633827
Chevron,France,Exxon Mobil,US,1999000,5553361
Walmart,France,General Motos,US,2000000,3218309
McKesson,UK,Laurent Alexandre,Spain,2001000,8328558
ConocoPhillips,UK,Chevron,UK,2002000,6157395
Laurent Alexandre,UK,Chevron,Japan,2003000,9545340
John Coulberg,UK,ConocoPhillips,Japan,2004000,5844854
Activision Blizard,Germany,Renault,Germany,2005000,9628546
Laurent Alexandre,France,Chevron,US,2006000,3832540
Activision Blizard,Japan,General Motos,Germany,2007000,596728
Activision Blizard,Germany,Exxon Mobil,Spain,2008000,9961150
ConocoPhillips,France,Laurent Alexandre,US,2009000,1718656
Tesla,Spain,Activision Blizard,US,2010000,6213579
John Coulberg,UK,Chevron,Japan,2011000,976777
Renault,US,Nissan,France,2012000,8534897
Exxon Mobil,Germany,Walmart,France,2013000,3588016
Nissan,Spain,Elon Musk,Japan,2014000,661740
Laurent Alexandre,UK,Altaran,France,2015000,365527
Elon Musk,Germany,General Motos,US,2016000,3251477
John Coulberg,US,Exxon Mobil,Spain,2017000,7706216
Exxon Mobil,UK,Nissan,Spain,2018000,9863810
Renault,Japan,Walmart,Japan,2019000,2461063
Renault,US,Exxon Mobil,Spain,2020000,5529658
McKesson,Spain,ConocoPhillips,Japan,2021000,6978567
General Motos,Japan,Activision Blizard,Germany,2022000,9576575
Elon Musk,Germany,McKesson,Germany,2023000,4611866
Walmart,Spain,McKesson,Spain,2024000,3394685
Chevron,UK,Walmart,UK,2025000,1739832
ConocoPhillips,US,Laurent Alexandre,Spain,2026000,4353614
Renault,France,Exxon Mobil,Japan,2027000,9124023
Altaran,UK,General Motos,France,2028000,3805928
Nissan,France,ConocoPhillips,UK,2029000,1126352
John Coulberg,Spain,Elon Musk,US,2030000,1297134
Activision Blizard,UK,Walmart,Spain,2031000,6358273
John Coulberg,France,Laurent Alexandre,Germany,2032000,4558060
McKesson,UK,Exxon Mobil,France,2033000,632079
Tesla,US,Activision Blizard,UK,2034000,4832823
Activision Blizard,US,Walmart,France,2035000,1925908
Chevron,Japan,Activision Blizard,US,2036000,2473070
Nissan,Germany,Renault,Germany,2037000,9133709
Activision Blizard,US,General Motos,US,2038000,2275657
Chevron,France,Exxon Mobil,UK,2039000,8316727
Laurent Alexandre,France,Nissan,Germany,2040000,8726821
Exxon Mobil,Germany,ConocoPhillips,Spain,2041000,9960212
Exxon Mobil,UK,Exxon Mobil,Japan,2042000,9888163
Nissan,Spain,General Motos,France,2043000,3567511
McKesson,Germany,General Motos,UK,2044000,4109424
Renault,Japan,Exxon Mobil,US,2045000,2203059
Walmart,UK,Exxon Mobil,Spain,2046000,2783003
Nissan,France,Walmart,Japan,2047000,531568
Exxon Mobil,US,General Motos,Spain,2048000,4191797
Renault,Spain,Renault,Spain,2049000,8150314
Elon Musk,UK,McKesson,Germany,2050000,6050904
Nissan,Spain,General Motos,US,2051000,6581161
Laurent Alexandre,Germany,John Coulberg,US,2052000,5576496
ConocoPhillips,Japan,Renault,US,2053000,5635739
Tesla,UK,Activision Blizard,Spain,2054000,7636409
Chevron,Germany,ConocoPhillips,Japan,2055000,1335994
McKesson,Germany,Walmart,France,2056000,4942843
John Coulberg,Japan,Activision Blizard,Spain,2057000,3048021
Exxon Mobil,Germany,Tesla,Germany,2058000,2352620
Laurent Alexandre,Germany,John Coulberg,US,2059000,6552571
Altaran,US,John Coulberg,Germany,2060000,157732
Exxon Mobil,US,Chevron,US,2061000,5640210
Altaran,US,McKesson,Spain,2062000,3963670
Laurent Alexandre,UK,General Motos,US,2063000,3526709
Elon Musk,US,Nissan,UK,2064000,9114594
Exxon Mobil,Japan,Renault,US,2065000,4818354
Tesla,Japan,John Coulberg,Japan,2066000,2411684
McKesson,Japan,Walmart,Germany,2067000,7340253
Renault,Japan,Renault,France,2068000,8074884
Exxon Mobil,US,Chevron,UK,2069000,1362730
Nissan,Germany,Renault,Germany,2070000,591967
Walmart,UK,Elon Musk,Spain,2071000,998385
Exxon Mobil,Spain,ConocoPhillips,Germany,2072000,729404
McKesson,Japan,General Motos,US,2073000,3332490
Laurent Alexandre,UK,Exxon Mobil,Germany,2074000,645510
Renault,UK,Nissan,US,2075000,2291820
McKesson,France,Exxon Mobil,Japan,2076000,783077
Tesla,UK,Tesla,France,2077000,5925184
McKesson,Spain,Nissan,Germany,2078000,9594157
General Motos,Germany,Altaran,France,2079000,4799334
ConocoPhillips,Spain,John Coulberg,US,2080000,1414695
John Coulberg,Spain,McKesson,Japan,2081000,6567205
General Motos,France,Renault,Germany,2082000,4665672
ConocoPhillips,UK,Exxon Mobil,Spain,2083000,3968217
Tesla,UK,Laurent Alexandre,US,2084000,3857957
General Motos,Germany,ConocoPhillips,Japan,2085000,673314
Nissan,UK,Altaran,UK,2086000,6761609
Activision Blizard,France,Tesla,France,2087000,6267719
Nissan,US,Chevron,US,2088000,5455734
Exxon Mobil,US,Exxon Mobil,UK,2089000,2942050
Chevron,Germany,Nissan,Spain,2090000,998851
ConocoPhillips,France,Altaran,Spain,2091000,1194072
Exxon Mobil,France,Tesla,France,2092000,7983169
McKesson,UK,General Motos,Germany,2093000,5807
Elon Musk,Germany,Walmart,Japan,2094000,3418930
Tesla,Germany,Tesla,Japan,2095000,4172621
General Motos,Japan,Tesla,Japan,2096000,1440071
Exxon Mobil,France,Nissan,France,2097000,8333475
